fill_id,datetime_utc,date,market_question,market_id_short,side,action_plain,size_shares,price,notional_usd,mid,edge_vs_mid_cents,inv_yes_after,inv_no_after,net_inv_after,cash_after,fee,rebate
344,2026-07-23T10:35:00+00:00,2026-07-23,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,0x876506d8,sell_yes,Sold YES (ask lifted),109.477,0.42,45.9803,0.43,-1,23.5644,112.575,-89.0108,9706.11,0,0
345,2026-07-23T11:02:00+00:00,2026-07-23,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,buy_yes,Bought YES (bid hit),51.64,0.41,21.1724,0.405,-0.5,92.4356,59.386,33.0496,9684.94,0,0
346,2026-07-23T11:10:00+00:00,2026-07-23,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,0x876506d8,buy_yes,Bought YES (bid hit),103.28,0.46,47.5088,0.46,-0,126.844,112.575,14.2692,9637.43,0,0
347,2026-07-23T11:36:00+00:00,2026-07-23,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.27,27.8856,0.265,-0.5,160.084,115.674,44.4104,9609.55,0,0
348,2026-07-23T11:47:00+00:00,2026-07-23,Fed Rate Hike by October 2026 Meeting?,0x059db22d,buy_yes,Bought YES (bid hit),103.28,0.68,70.2304,0.68,-0,174.13,103.28,70.8501,9539.32,0,0
349,2026-07-23T12:52:00+00:00,2026-07-23,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,0x876506d8,sell_yes,Sold YES (ask lifted),103.28,0.47,48.5416,0.475,-0.5,23.5644,112.575,-89.0108,9587.86,0,0
350,2026-07-23T14:00:00+00:00,2026-07-23,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,0x876506d8,buy_yes,Bought YES (bid hit),103.28,0.49,50.6072,0.485,-0.5,126.844,112.575,14.2692,9537.25,0,0
351,2026-07-23T16:05:00+00:00,2026-07-23,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,0x876506d8,sell_yes,Sold YES (ask lifted),121.87,0.48,58.4978,0.49,-1,4.97396,112.575,-107.601,9595.75,0,0
352,2026-07-23T16:53:00+00:00,2026-07-23,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,0x876506d8,buy_yes,Bought YES (bid hit),103.28,0.51,52.6728,0.505,-0.5,108.254,112.575,-4.32123,9543.08,0,0
353,2026-07-23T18:37:00+00:00,2026-07-23,Fed Rate Hike by October 2026 Meeting?,0x059db22d,sell_yes,Sold YES (ask lifted),103.28,0.68,70.2304,0.685,-0.5,70.8501,103.28,-32.4299,9613.31,0,0
354,2026-07-23T20:53:00+00:00,2026-07-23,Iran leadership change by December 31?,0x377e7fe6,buy_yes,Bought YES (bid hit),103.28,0.28,28.9184,0.275,-0.5,103.28,15.492,87.788,9584.39,0,0
355,2026-07-23T22:28:00+00:00,2026-07-23,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,sell_yes,Sold YES (ask lifted),51.64,0.32,16.5248,0.335,-1.5,40.7956,59.386,-18.5904,9600.91,0,0
356,2026-07-23T22:47:00+00:00,2026-07-23,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,buy_yes,Bought YES (bid hit),51.64,0.33,17.0412,0.325,-0.5,92.4356,59.386,33.0496,9583.87,0,0
357,2026-07-23T22:49:00+00:00,2026-07-23,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,sell_yes,Sold YES (ask lifted),51.64,0.33,17.0412,0.335,-0.5,40.7956,59.386,-18.5904,9600.91,0,0
358,2026-07-23T23:29:00+00:00,2026-07-23,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,buy_yes,Bought YES (bid hit),51.64,0.31,16.0084,0.305,-0.5,92.4356,59.386,33.0496,9584.9,0,0
359,2026-07-24T00:36:00+00:00,2026-07-24,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,sell_yes,Sold YES (ask lifted),56.2876,0.33,18.5749,0.34,-1,36.148,59.386,-23.238,9680.6,0,0
360,2026-07-24T02:13:00+00:00,2026-07-24,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.23,23.7544,0.235,-0.5,56.804,115.674,-58.8696,9704.36,0,0
361,2026-07-24T02:32:00+00:00,2026-07-24,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.23,23.7544,0.225,-0.5,160.084,115.674,44.4104,9680.6,0,0
362,2026-07-24T05:01:00+00:00,2026-07-24,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),106.378,0.21,22.3395,0.21,-0,53.7056,115.674,-61.968,9702.94,0,0
363,2026-07-24T06:16:00+00:00,2026-07-24,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,buy_yes,Bought YES (bid hit),51.64,0.37,19.1068,0.365,-0.5,87.788,59.386,28.402,9683.84,0,0
364,2026-07-24T13:09:00+00:00,2026-07-24,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.22,22.7216,0.215,-0.5,156.986,115.674,41.312,9661.11,0,0
365,2026-07-24T13:50:00+00:00,2026-07-24,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.21,21.6888,0.21,-0,53.7056,115.674,-61.968,9682.8,0,0
366,2026-07-24T15:20:00+00:00,2026-07-24,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,sell_yes,Sold YES (ask lifted),51.64,0.32,16.5248,0.325,-0.5,36.148,59.386,-23.238,9699.33,0,0
367,2026-07-24T15:35:00+00:00,2026-07-24,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,buy_yes,Bought YES (bid hit),53.1892,0.31,16.4887,0.3,-1,89.3372,59.386,29.9512,9682.84,0,0
368,2026-07-24T15:42:00+00:00,2026-07-24,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,sell_yes,Sold YES (ask lifted),64.0336,0.29,18.5697,0.29,-0,25.3036,59.386,-34.0824,9701.41,0,0
369,2026-07-24T17:16:00+00:00,2026-07-24,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.22,22.7216,0.215,-0.5,156.986,115.674,41.312,9678.69,0,0
370,2026-07-24T18:36:00+00:00,2026-07-24,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.22,22.7216,0.225,-0.5,53.7056,115.674,-61.968,9701.41,0,0
371,2026-07-24T19:10:00+00:00,2026-07-24,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,buy_yes,Bought YES (bid hit),51.64,0.36,18.5904,0.345,-1.5,76.9436,59.386,17.5576,9682.82,0,0
372,2026-07-24T21:18:00+00:00,2026-07-24,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.23,23.7544,0.23,-0,156.986,115.674,41.312,9659.06,0,0
373,2026-07-25T00:00:00+00:00,2026-07-25,Fed Rate Hike by October 2026 Meeting?,0x059db22d,buy_yes,Bought YES (bid hit),103.28,0.68,70.2304,0.68,-0,174.13,103.28,70.8501,9668.25,0,0
374,2026-07-25T03:24:00+00:00,2026-07-25,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,sell_yes,Sold YES (ask lifted),51.64,0.32,16.5248,0.325,-0.5,25.3036,59.386,-34.0824,9684.78,0,0
375,2026-07-25T14:11:00+00:00,2026-07-25,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,buy_yes,Bought YES (bid hit),51.64,0.35,18.074,0.345,-0.5,76.9436,59.386,17.5576,9666.7,0,0
376,2026-07-25T15:10:00+00:00,2026-07-25,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,sell_yes,Sold YES (ask lifted),51.64,0.35,18.074,0.355,-0.5,25.3036,59.386,-34.0824,9684.78,0,0
377,2026-07-25T15:18:00+00:00,2026-07-25,Iran leadership change by December 31?,0x377e7fe6,sell_yes,Sold YES (ask lifted),103.28,0.24,24.7872,0.245,-0.5,0,15.492,-15.492,9709.56,0,0
378,2026-07-25T15:24:00+00:00,2026-07-25,Will Gadi Eizenkot be the next Prime Minister of Israel?,0xdbe93b5a,sell_yes,Sold YES (ask lifted),58.6114,0.53,31.064,0.545,-1.5,0,58.6114,-58.6114,9713.08,0,0
379,2026-07-25T16:20:00+00:00,2026-07-25,Iran leadership change by December 31?,0x377e7fe6,buy_yes,Bought YES (bid hit),103.28,0.24,24.7872,0.235,-0.5,103.28,15.492,87.788,9688.29,0,0
380,2026-07-25T16:20:00+00:00,2026-07-25,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,buy_yes,Bought YES (bid hit),51.64,0.35,18.074,0.335,-1.5,76.9436,59.386,17.5576,9670.22,0,0
381,2026-07-25T17:34:00+00:00,2026-07-25,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,sell_yes,Sold YES (ask lifted),51.64,0.34,17.5576,0.345,-0.5,25.3036,59.386,-34.0824,9687.78,0,0
382,2026-07-25T17:51:00+00:00,2026-07-25,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,buy_yes,Bought YES (bid hit),51.64,0.34,17.5576,0.34,-0,76.9436,59.386,17.5576,9670.22,0,0
383,2026-07-25T22:39:00+00:00,2026-07-25,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.21,21.6888,0.21,-0,53.7056,115.674,-61.968,9691.91,0,0
384,2026-07-25T23:14:00+00:00,2026-07-25,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),109.477,0.2,21.8954,0.19,-1,163.182,115.674,47.5088,9670.01,0,0
385,2026-07-25T23:57:00+00:00,2026-07-25,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,sell_yes,Sold YES (ask lifted),53.1892,0.35,18.6162,0.355,-0.5,23.7544,59.386,-35.6316,9688.63,0,0
386,2026-07-26T00:01:00+00:00,2026-07-26,Iran leadership change by December 31?,0x377e7fe6,sell_yes,Sold YES (ask lifted),103.28,0.23,23.7544,0.235,-0.5,0,15.492,-15.492,9759.34,0,0
387,2026-07-26T05:50:00+00:00,2026-07-26,Iran leadership change by December 31?,0x377e7fe6,buy_yes,Bought YES (bid hit),103.28,0.23,23.7544,0.225,-0.5,103.28,15.492,87.788,9735.58,0,0
388,2026-07-26T06:10:00+00:00,2026-07-26,Will Gadi Eizenkot be the next Prime Minister of Israel?,0xdbe93b5a,buy_yes,Bought YES (bid hit),53.9638,0.53,28.6008,0.522,-0.8,53.9638,58.6114,-4.6476,9706.98,0,0
389,2026-07-26T09:01:00+00:00,2026-07-26,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,buy_yes,Bought YES (bid hit),51.64,0.38,19.6232,0.375,-0.5,75.3944,59.386,16.0084,9687.36,0,0
390,2026-07-26T12:50:00+00:00,2026-07-26,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),106.378,0.14,14.893,0.145,-0.5,56.804,115.674,-58.8696,9702.25,0,0
391,2026-07-26T14:43:00+00:00,2026-07-26,Will there be no change in Fed interest rates after the September 2026 meeting?,0xa3b36b2d,sell_yes,Sold YES (ask lifted),103.28,0.41,42.3448,0.415,-0.5,103.28,124.969,-21.6888,9744.6,0,0
392,2026-07-26T17:09:00+00:00,2026-07-26,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.15,15.492,0.145,-0.5,160.084,115.674,44.4104,9729.11,0,0
393,2026-07-27T01:24:00+00:00,2026-07-27,Will there be no change in Fed interest rates after the September 2026 meeting?,0xa3b36b2d,buy_yes,Bought YES (bid hit),103.28,0.45,46.476,0.445,-0.5,206.56,124.969,81.5912,9738.05,0,0
394,2026-07-27T01:25:00+00:00,2026-07-27,Iran leadership change by December 31?,0x377e7fe6,sell_yes,Sold YES (ask lifted),103.28,0.21,21.6888,0.21,-0,0,15.492,-15.492,9759.74,0,0
395,2026-07-27T04:28:00+00:00,2026-07-27,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.14,14.4592,0.145,-0.5,56.804,115.674,-58.8696,9774.19,0,0
396,2026-07-27T14:37:00+00:00,2026-07-27,Fed Rate Hike by October 2026 Meeting?,0x059db22d,sell_yes,Sold YES (ask lifted),103.28,0.63,65.0664,0.635,-0.5,70.8501,103.28,-32.4299,9839.26,0,0
397,2026-07-27T15:13:00+00:00,2026-07-27,Will no Fed rate cuts happen in 2026?,0xd4e77ba6,buy_yes,Bought YES (bid hit),25.82,0.81,20.9142,0.782,-2.8,25.82,0,25.82,9818.35,0,0
398,2026-07-27T15:31:00+00:00,2026-07-27,Will no Fed rate cuts happen in 2026?,0xd4e77ba6,sell_yes,Sold YES (ask lifted),25.82,0.83,21.4306,0.8505,-2.05,0,0,0,9839.78,0,0
399,2026-07-27T15:54:00+00:00,2026-07-27,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.15,15.492,0.145,-0.5,160.084,115.674,44.4104,9824.28,0,0
400,2026-07-27T15:55:00+00:00,2026-07-27,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),106.378,0.15,15.9568,0.15,-0,53.7056,115.674,-61.968,9840.24,0,0
401,2026-07-27T22:06:00+00:00,2026-07-27,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,0x876506d8,sell_yes,Sold YES (ask lifted),103.28,0.53,54.7384,0.545,-1.5,4.97396,112.575,-107.601,9894.98,0,0
402,2026-07-27T23:02:00+00:00,2026-07-27,Fed Rate Hike by October 2026 Meeting?,0x059db22d,buy_yes,Bought YES (bid hit),103.28,0.68,70.2304,0.68,-0,174.13,103.28,70.8501,9824.75,0,0
403,2026-07-28T00:01:00+00:00,2026-07-28,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.16,16.5248,0.155,-0.5,156.986,115.674,41.312,9883.24,0,0
404,2026-07-28T03:39:00+00:00,2026-07-28,Fed Rate Hike by October 2026 Meeting?,0x059db22d,sell_yes,Sold YES (ask lifted),103.28,0.7,72.296,0.725,-2.5,70.8501,103.28,-32.4299,9955.53,0,0
405,2026-07-28T05:06:00+00:00,2026-07-28,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,0x876506d8,buy_yes,Bought YES (bid hit),103.28,0.57,58.8696,0.565,-0.5,108.254,112.575,-4.32123,9896.66,0,0
406,2026-07-28T10:09:00+00:00,2026-07-28,Will there be no change in Fed interest rates after the September 2026 meeting?,0xa3b36b2d,sell_yes,Sold YES (ask lifted),103.28,0.35,36.148,0.355,-0.5,103.28,124.969,-21.6888,9932.81,0,0
407,2026-07-28T10:10:00+00:00,2026-07-28,Will there be no change in Fed interest rates after the September 2026 meeting?,0xa3b36b2d,buy_yes,Bought YES (bid hit),103.28,0.35,36.148,0.345,-0.5,206.56,124.969,81.5912,9896.66,0,0
408,2026-07-28T11:15:00+00:00,2026-07-28,Will there be no change in Fed interest rates after the September 2026 meeting?,0xa3b36b2d,sell_yes,Sold YES (ask lifted),103.28,0.35,36.148,0.355,-0.5,103.28,124.969,-21.6888,9932.81,0,0
409,2026-07-28T13:33:00+00:00,2026-07-28,Fed Rate Hike by October 2026 Meeting?,0x059db22d,buy_yes,Bought YES (bid hit),103.28,0.73,75.3944,0.725,-0.5,174.13,103.28,70.8501,9857.42,0,0
410,2026-07-28T16:57:00+00:00,2026-07-28,Fed Rate Hike by October 2026 Meeting?,0x059db22d,sell_yes,Sold YES (ask lifted),103.28,0.73,75.3944,0.735,-0.5,70.8501,103.28,-32.4299,9932.81,0,0
411,2026-07-28T18:37:00+00:00,2026-07-28,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.15,15.492,0.175,-2.5,53.7056,115.674,-61.968,9948.3,0,0
412,2026-07-28T21:17:00+00:00,2026-07-28,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,sell_yes,Sold YES (ask lifted),51.64,0.3,15.492,0.305,-0.5,23.7544,59.386,-35.6316,9963.8,0,0
413,2026-07-28T21:20:00+00:00,2026-07-28,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.17,17.5576,0.17,-0,156.986,115.674,41.312,9946.24,0,0
414,2026-07-28T23:37:00+00:00,2026-07-28,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.19,19.6232,0.205,-1.5,53.7056,115.674,-61.968,9965.86,0,0
415,2026-07-29T00:00:00+00:00,2026-07-29,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.2,20.656,0.15,-5,156.986,115.674,41.312,10015.2,0,0
416,2026-07-29T00:00:00+00:00,2026-07-29,Will the Sweden Democrats (SD) win the second most seats in the 2026 Swedish parliamentary election?,0x9e2966ab,sell_yes,Sold YES (ask lifted),61.968,0.81,50.1941,0.82,-1,0,0,0,10065.4,0,0
417,2026-07-29T00:00:00+00:00,2026-07-29,Bab el-Mandeb Strait effectively closed by December 31?,0xd8659b58,sell_yes,Sold YES (ask lifted),103.28,0.27,27.8856,0.315,-4.5,3.0984,103.28,-100.182,10093.3,0,0
418,2026-07-29T00:02:00+00:00,2026-07-29,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.19,19.6232,0.2,-1,53.7056,115.674,-61.968,10112.9,0,0
419,2026-07-29T00:03:00+00:00,2026-07-29,Bab el-Mandeb Strait effectively closed by December 31?,0xd8659b58,buy_yes,Bought YES (bid hit),103.28,0.25,25.82,0.245,-0.5,106.378,103.28,3.0984,10087.1,0,0
420,2026-07-29T01:41:00+00:00,2026-07-29,Will Katherine LaNasa – “The Pitt” win Emmys 2026: Outstanding supporting actress in a drama series?,0xc46b0990,buy_yes,Bought YES (bid hit),62.4844,0.7,43.7391,0.675,-2.5,62.4844,0,62.4844,10043.4,0,0
421,2026-07-29T02:00:00+00:00,2026-07-29,Will Katherine LaNasa – “The Pitt” win Emmys 2026: Outstanding supporting actress in a drama series?,0xc46b0990,sell_yes,Sold YES (ask lifted),56.2876,0.69,38.8384,0.72,-3,6.1968,0,6.1968,10082.2,0,0
422,2026-07-29T03:45:00+00:00,2026-07-29,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,buy_yes,Bought YES (bid hit),51.64,0.31,16.0084,0.305,-0.5,75.3944,59.386,16.0084,10066.2,0,0
423,2026-07-29T05:18:00+00:00,2026-07-29,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,sell_yes,Sold YES (ask lifted),51.64,0.25,12.91,0.265,-1.5,23.7544,59.386,-35.6316,10079.1,0,0
424,2026-07-29T05:26:00+00:00,2026-07-29,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,buy_yes,Bought YES (bid hit),51.64,0.27,13.9428,0.255,-1.5,75.3944,59.386,16.0084,10065.2,0,0
425,2026-07-29T05:28:00+00:00,2026-07-29,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,sell_yes,Sold YES (ask lifted),51.64,0.26,13.4264,0.265,-0.5,23.7544,59.386,-35.6316,10078.6,0,0
426,2026-07-29T06:33:00+00:00,2026-07-29,Iran leadership change by December 31?,0x377e7fe6,buy_yes,Bought YES (bid hit),103.28,0.21,21.6888,0.205,-0.5,103.28,15.492,87.788,10056.9,0,0
427,2026-07-29T11:14:00+00:00,2026-07-29,Will there be no change in Fed interest rates after the September 2026 meeting?,0xa3b36b2d,buy_yes,Bought YES (bid hit),103.28,0.4,41.312,0.395,-0.5,206.56,124.969,81.5912,10015.6,0,0
428,2026-07-29T13:10:00+00:00,2026-07-29,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,buy_yes,Bought YES (bid hit),51.64,0.29,14.9756,0.265,-2.5,75.3944,59.386,16.0084,10000.6,0,0
429,2026-07-29T13:53:00+00:00,2026-07-29,Will there be no change in Fed interest rates after the September 2026 meeting?,0xa3b36b2d,sell_yes,Sold YES (ask lifted),103.28,0.4,41.312,0.405,-0.5,103.28,124.969,-21.6888,10041.9,0,0
430,2026-07-29T13:54:00+00:00,2026-07-29,Will there be no change in Fed interest rates after the September 2026 meeting?,0xa3b36b2d,buy_yes,Bought YES (bid hit),109.477,0.4,43.7907,0.395,-0.5,212.757,124.969,87.788,9998.16,0,0
431,2026-07-29T14:25:00+00:00,2026-07-29,Iran leadership change by December 31?,0x377e7fe6,sell_yes,Sold YES (ask lifted),103.28,0.21,21.6888,0.21,-0,0,15.492,-15.492,10019.8,0,0
432,2026-07-29T15:58:00+00:00,2026-07-29,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,sell_yes,Sold YES (ask lifted),51.64,0.27,13.9428,0.275,-0.5,23.7544,59.386,-35.6316,10033.8,0,0
433,2026-07-29T17:58:00+00:00,2026-07-29,Fed Rate Hike by October 2026 Meeting?,0x059db22d,buy_yes,Bought YES (bid hit),131.166,0.73,95.7509,0.695,-3.5,202.016,103.28,98.7357,9938.04,0,0
434,2026-07-29T18:00:00+00:00,2026-07-29,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,0x876506d8,sell_yes,Sold YES (ask lifted),106.378,0.58,61.6995,0.6,-2,1.87556,112.575,-110.7,9999.74,0,0
435,2026-07-29T18:03:00+00:00,2026-07-29,Will there be no change in Fed interest rates after the September 2026 meeting?,0xa3b36b2d,sell_yes,Sold YES (ask lifted),115.674,0.33,38.1723,0.335,-0.5,97.0832,124.969,-27.8856,10037.9,0,0
436,2026-07-29T18:08:00+00:00,2026-07-29,Will there be no change in Fed interest rates after the September 2026 meeting?,0xa3b36b2d,buy_yes,Bought YES (bid hit),103.28,0.36,37.1808,0.355,-0.5,200.363,124.969,75.3944,10000.7,0,0
437,2026-07-29T18:10:00+00:00,2026-07-29,Will there be no change in Fed interest rates after the September 2026 meeting?,0xa3b36b2d,sell_yes,Sold YES (ask lifted),103.28,0.36,37.1808,0.365,-0.5,97.0832,124.969,-27.8856,10037.9,0,0
438,2026-07-29T18:15:00+00:00,2026-07-29,Will there be no change in Fed interest rates after the September 2026 meeting?,0xa3b36b2d,buy_yes,Bought YES (bid hit),103.28,0.36,37.1808,0.345,-1.5,200.363,124.969,75.3944,10000.7,0,0
439,2026-07-29T18:16:00+00:00,2026-07-29,Will there be no change in Fed interest rates after the September 2026 meeting?,0xa3b36b2d,sell_yes,Sold YES (ask lifted),109.477,0.35,38.3169,0.355,-0.5,90.8864,124.969,-34.0824,10039,0,0
440,2026-07-29T18:18:00+00:00,2026-07-29,Fed Rate Hike by October 2026 Meeting?,0x059db22d,sell_yes,Sold YES (ask lifted),103.28,0.64,66.0992,0.655,-1.5,98.7357,103.28,-4.54432,10105.1,0,0
441,2026-07-29T18:28:00+00:00,2026-07-29,Will there be no change in Fed interest rates after the September 2026 meeting?,0xa3b36b2d,buy_yes,Bought YES (bid hit),131.166,0.39,51.1546,0.38,-1,222.052,124.969,97.0832,10054,0,0
442,2026-07-29T18:35:00+00:00,2026-07-29,Will there be no change in Fed interest rates after the September 2026 meeting?,0xa3b36b2d,sell_yes,Sold YES (ask lifted),109.477,0.32,35.0326,0.325,-0.5,112.575,124.969,-12.3936,10089,0,0
443,2026-07-29T18:42:00+00:00,2026-07-29,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,0x876506d8,buy_yes,Bought YES (bid hit),103.28,0.61,63.0008,0.59,-2,105.156,112.575,-7.41964,10026,0,0
444,2026-07-29T18:54:00+00:00,2026-07-29,Will there be no change in Fed interest rates after the September 2026 meeting?,0xa3b36b2d,buy_yes,Bought YES (bid hit),103.28,0.4,41.312,0.395,-0.5,215.855,124.969,90.8864,9984.71,0,0
445,2026-07-29T18:58:00+00:00,2026-07-29,Will there be no change in Fed interest rates after the September 2026 meeting?,0xa3b36b2d,sell_yes,Sold YES (ask lifted),109.477,0.4,43.7907,0.415,-1.5,106.378,124.969,-18.5904,10028.5,0,0
446,2026-07-29T19:03:00+00:00,2026-07-29,Will the Fed increase interest rates by 25 bps after the October 2026 meeting?,0x12aa13b3,buy_yes,Bought YES (bid hit),51.64,0.24,12.3936,0.215,-2.5,109.477,51.64,57.8368,10016.1,0,0
447,2026-07-29T19:29:00+00:00,2026-07-29,Will there be no change in Fed interest rates after the September 2026 meeting?,0xa3b36b2d,buy_yes,Bought YES (bid hit),103.28,0.46,47.5088,0.455,-0.5,209.658,124.969,84.6896,9968.6,0,0
448,2026-07-29T20:31:00+00:00,2026-07-29,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,buy_yes,Bought YES (bid hit),51.64,0.29,14.9756,0.275,-1.5,75.3944,59.386,16.0084,9953.62,0,0
449,2026-07-30T01:22:00+00:00,2026-07-30,Iran leadership change by December 31?,0x377e7fe6,buy_yes,Bought YES (bid hit),103.28,0.22,22.7216,0.215,-0.5,103.28,15.492,87.788,10004.6,0,0
450,2026-07-30T01:34:00+00:00,2026-07-30,Will the U.S. invade Iran before 2027?,0x5db999fa,sell_yes,Sold YES (ask lifted),103.28,0.29,29.9512,0.305,-1.5,0,103.28,-103.28,9961.19,0,0
451,2026-07-30T02:10:00+00:00,2026-07-30,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),106.378,0.21,22.3395,0.205,-0.5,160.084,115.674,44.4104,9938.85,0,0
452,2026-07-30T02:16:00+00:00,2026-07-30,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,sell_yes,Sold YES (ask lifted),51.64,0.27,13.9428,0.275,-0.5,23.7544,59.386,-35.6316,9952.79,0,0
453,2026-07-30T02:17:00+00:00,2026-07-30,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.21,21.6888,0.21,-0,56.804,115.674,-58.8696,9974.48,0,0
454,2026-07-30T08:21:00+00:00,2026-07-30,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,buy_yes,Bought YES (bid hit),57.8368,0.31,17.9294,0.295,-1.5,81.5912,59.386,22.2052,9956.55,0,0
455,2026-07-30T11:40:00+00:00,2026-07-30,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,sell_yes,Sold YES (ask lifted),51.64,0.28,14.4592,0.285,-0.5,29.9512,59.386,-29.4348,9971.01,0,0
456,2026-07-30T12:02:00+00:00,2026-07-30,Will there be no change in Fed interest rates after the October 2026 meeting?,0xdf9bf27e,sell_yes,Sold YES (ask lifted),54.7384,0.67,36.6747,0.675,-0.5,0,51.64,-51.64,9990.64,0,0
457,2026-07-30T12:29:00+00:00,2026-07-30,Will there be no change in Fed interest rates after the September 2026 meeting?,0xa3b36b2d,sell_yes,Sold YES (ask lifted),103.28,0.39,40.2792,0.395,-0.5,106.378,124.969,-18.5904,10030.9,0,0
458,2026-07-30T13:58:00+00:00,2026-07-30,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.17,17.5576,0.17,-0,160.084,115.674,44.4104,10013.4,0,0
