fill_id,datetime_utc,date,market_question,market_id_short,side,action_plain,size_shares,price,notional_usd,mid,edge_vs_mid_cents,inv_yes_after,inv_no_after,net_inv_after,cash_after,fee,rebate
2912,2026-06-07T15:26:00+00:00,2026-06-07,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,sell_yes,Sold YES (ask lifted),61.968,0.4,24.7872,0.405,-0.5,44.4881,94.811,-50.323,8861.63,0,0
2913,2026-06-07T15:35:00+00:00,2026-06-07,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,buy_yes,Bought YES (bid hit),63.827,0.4,25.5308,0.395,-0.5,108.315,94.811,13.5041,8836.1,0,0
2914,2026-06-07T15:49:00+00:00,2026-06-07,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,sell_yes,Sold YES (ask lifted),65.6861,0.39,25.6176,0.395,-0.5,42.629,94.811,-52.182,8861.71,0,0
2915,2026-06-07T15:55:00+00:00,2026-06-07,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,buy_yes,Bought YES (bid hit),63.827,0.4,25.5308,0.38,-2,106.456,94.811,11.645,8836.18,0,0
2916,2026-06-07T16:01:00+00:00,2026-06-07,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,sell_yes,Sold YES (ask lifted),61.968,0.38,23.5478,0.41,-3,44.4881,94.811,-50.323,8859.73,0,0
2917,2026-06-07T16:05:00+00:00,2026-06-07,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,buy_yes,Bought YES (bid hit),61.968,0.4,24.7872,0.39,-1,106.456,94.811,11.645,8834.94,0,0
2918,2026-06-07T16:13:00+00:00,2026-06-07,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,sell_yes,Sold YES (ask lifted),61.968,0.38,23.5478,0.405,-2.5,44.4881,94.811,-50.323,8858.49,0,0
2919,2026-06-07T16:28:00+00:00,2026-06-07,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,buy_yes,Bought YES (bid hit),61.968,0.39,24.1675,0.385,-0.5,106.456,94.811,11.645,8834.32,0,0
2920,2026-06-07T16:30:00+00:00,2026-06-07,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,sell_yes,Sold YES (ask lifted),61.968,0.39,24.1675,0.395,-0.5,44.4881,94.811,-50.323,8858.49,0,0
2921,2026-06-07T16:34:00+00:00,2026-06-07,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,buy_yes,Bought YES (bid hit),61.968,0.4,24.7872,0.38,-2,106.456,94.811,11.645,8833.7,0,0
2922,2026-06-07T16:38:00+00:00,2026-06-07,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,sell_yes,Sold YES (ask lifted),61.968,0.39,24.1675,0.4,-1,44.4881,94.811,-50.323,8857.87,0,0
2923,2026-06-07T17:10:00+00:00,2026-06-07,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,buy_yes,Bought YES (bid hit),61.968,0.39,24.1675,0.375,-1.5,106.456,94.811,11.645,8833.7,0,0
2924,2026-06-07T17:14:00+00:00,2026-06-07,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,sell_yes,Sold YES (ask lifted),61.968,0.38,23.5478,0.405,-2.5,44.4881,94.811,-50.323,8857.25,0,0
2925,2026-06-07T17:48:00+00:00,2026-06-07,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,buy_yes,Bought YES (bid hit),65.6861,0.4,26.2744,0.385,-1.5,110.174,94.811,15.3631,8830.98,0,0
2926,2026-06-07T17:58:00+00:00,2026-06-07,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,sell_yes,Sold YES (ask lifted),61.968,0.38,23.5478,0.405,-2.5,48.2061,94.811,-46.6049,8854.53,0,0
2927,2026-06-07T18:00:00+00:00,2026-06-07,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,buy_yes,Bought YES (bid hit),61.968,0.4,24.7872,0.39,-1,110.174,94.811,15.3631,8829.74,0,0
2928,2026-06-07T18:05:00+00:00,2026-06-07,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,sell_yes,Sold YES (ask lifted),61.968,0.38,23.5478,0.405,-2.5,48.2061,94.811,-46.6049,8853.29,0,0
2929,2026-06-07T18:10:00+00:00,2026-06-07,Will the Moderate Party (M) win the third most seats in the 2026 Swedish parliamentary election?,0xbbb881b0,sell_yes,Sold YES (ask lifted),47.8703,0.65,31.1157,0.675,-2.5,64.2298,63.2074,1.02247,8884.4,0,0
2930,2026-06-07T18:15:00+00:00,2026-06-07,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,buy_yes,Bought YES (bid hit),61.968,0.4,24.7872,0.39,-1,110.174,94.811,15.3631,8859.61,0,0
2931,2026-06-07T18:21:00+00:00,2026-06-07,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,sell_yes,Sold YES (ask lifted),65.6861,0.37,24.3038,0.4,-3,44.4881,94.811,-50.323,8883.92,0,0
2932,2026-06-07T18:29:00+00:00,2026-06-07,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,buy_yes,Bought YES (bid hit),61.968,0.4,24.7872,0.355,-4.5,106.456,94.811,11.645,8859.13,0,0
2933,2026-06-07T18:34:00+00:00,2026-06-07,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,sell_yes,Sold YES (ask lifted),61.968,0.36,22.3085,0.395,-3.5,44.4881,94.811,-50.323,8881.44,0,0
2934,2026-06-07T18:42:00+00:00,2026-06-07,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,buy_yes,Bought YES (bid hit),61.968,0.4,24.7872,0.385,-1.5,106.456,94.811,11.645,8856.65,0,0
2935,2026-06-07T18:45:00+00:00,2026-06-07,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,sell_yes,Sold YES (ask lifted),61.968,0.39,24.1675,0.4,-1,44.4881,94.811,-50.323,8880.82,0,0
2936,2026-06-07T18:50:00+00:00,2026-06-07,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,buy_yes,Bought YES (bid hit),61.968,0.4,24.7872,0.395,-0.5,106.456,94.811,11.645,8856.03,0,0
2937,2026-06-07T18:55:00+00:00,2026-06-07,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,sell_yes,Sold YES (ask lifted),61.968,0.4,24.7872,0.405,-0.5,44.4881,94.811,-50.323,8880.82,0,0
2938,2026-06-07T19:01:00+00:00,2026-06-07,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,buy_yes,Bought YES (bid hit),61.968,0.4,24.7872,0.39,-1,106.456,94.811,11.645,8856.03,0,0
2939,2026-06-07T19:11:00+00:00,2026-06-07,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,sell_yes,Sold YES (ask lifted),61.968,0.4,24.7872,0.405,-0.5,44.4881,94.811,-50.323,8880.82,0,0
2940,2026-06-07T19:13:00+00:00,2026-06-07,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,buy_yes,Bought YES (bid hit),65.6861,0.39,25.6176,0.385,-0.5,110.174,94.811,15.3631,8855.2,0,0
2941,2026-06-07T19:29:00+00:00,2026-06-07,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,sell_yes,Sold YES (ask lifted),61.968,0.38,23.5478,0.4,-2,48.2061,94.811,-46.6049,8878.75,0,0
2942,2026-06-07T19:31:00+00:00,2026-06-07,Will the Sweden Democrats (SD) win the second most seats in the 2026 Swedish parliamentary election?,0x9e2966ab,buy_yes,Bought YES (bid hit),61.968,0.52,32.2234,0.515,-0.5,140.667,83.8303,56.837,8846.53,0,0
2943,2026-06-07T19:32:00+00:00,2026-06-07,Iran leadership change by December 31?,0x377e7fe6,sell_yes,Sold YES (ask lifted),103.28,0.29,29.9512,0.305,-1.5,0,103.28,-103.28,8876.48,0,0
2944,2026-06-07T19:32:00+00:00,2026-06-07,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,buy_yes,Bought YES (bid hit),61.968,0.39,24.1675,0.385,-0.5,110.174,94.811,15.3631,8852.31,0,0
2945,2026-06-07T19:33:00+00:00,2026-06-07,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,sell_yes,Sold YES (ask lifted),67.5451,0.39,26.3426,0.395,-0.5,42.629,94.811,-52.182,8878.65,0,0
2946,2026-06-07T19:34:00+00:00,2026-06-07,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,buy_yes,Bought YES (bid hit),61.968,0.39,24.1675,0.385,-0.5,104.597,94.811,9.78599,8854.49,0,0
2947,2026-06-07T19:35:00+00:00,2026-06-07,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,sell_yes,Sold YES (ask lifted),65.6861,0.39,25.6176,0.4,-1,38.9109,94.811,-55.9001,8880.1,0,0
2948,2026-06-07T19:42:00+00:00,2026-06-07,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,buy_yes,Bought YES (bid hit),61.968,0.4,24.7872,0.395,-0.5,100.879,94.811,6.06791,8855.32,0,0
2949,2026-06-07T22:16:00+00:00,2026-06-07,Will the Sweden Democrats (SD) win the second most seats in the 2026 Swedish parliamentary election?,0x9e2966ab,sell_yes,Sold YES (ask lifted),61.968,0.53,32.843,0.54,-1,78.6994,83.8303,-5.13095,8888.16,0,0
2950,2026-06-07T22:28:00+00:00,2026-06-07,Will the Sweden Democrats (SD) win the second most seats in the 2026 Swedish parliamentary election?,0x9e2966ab,sell_yes,Sold YES (ask lifted),61.968,0.55,34.0824,0.555,-0.5,16.7314,83.8303,-67.099,8922.24,0,0
2951,2026-06-07T23:23:00+00:00,2026-06-07,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,sell_yes,Sold YES (ask lifted),61.968,0.41,25.4069,0.41,-0,38.9109,94.811,-55.9001,8947.65,0,0
2952,2026-06-08T00:00:00+00:00,2026-06-08,Will Édouard Philippe win the 2027 French presidential election?,0x46f2f457,buy_yes,Bought YES (bid hit),51.64,0.13,6.7132,0.105,-2.5,103.28,53.1892,50.0908,8989.61,0,0
2953,2026-06-08T00:00:00+00:00,2026-06-08,Will there be no change in Fed interest rates after the September 2026 meeting?,0xa3b36b2d,buy_yes,Bought YES (bid hit),103.28,0.78,80.5584,0.445,-33.5,123.936,64.6533,59.2827,8909.05,0,0
2954,2026-06-08T00:02:00+00:00,2026-06-08,Will Édouard Philippe win the 2027 French presidential election?,0x46f2f457,sell_yes,Sold YES (ask lifted),51.64,0.11,5.6804,0.115,-0.5,51.64,53.1892,-1.5492,8914.73,0,0
2955,2026-06-08T00:02:00+00:00,2026-06-08,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,buy_yes,Bought YES (bid hit),61.968,0.38,23.5478,0.375,-0.5,100.879,94.811,6.06791,8891.18,0,0
2956,2026-06-08T00:09:00+00:00,2026-06-08,Will Kimi Antonelli be the 2026 F1 Drivers' Champion?,0xcd264046,sell_yes,Sold YES (ask lifted),52.2597,0.71,37.1044,0.714,-0.4,52.2597,54.8933,-2.63364,8928.29,0,0
2957,2026-06-08T00:13:00+00:00,2026-06-08,Will the Sweden Democrats (SD) win the second most seats in the 2026 Swedish parliamentary election?,0x9e2966ab,buy_yes,Bought YES (bid hit),63.827,0.54,34.4666,0.535,-0.5,80.5584,83.8303,-3.27191,8893.82,0,0
2958,2026-06-08T01:12:00+00:00,2026-06-08,Will the Sweden Democrats (SD) win the third most seats in the 2026 Swedish parliamentary election?,0x939abe4a,sell_yes,Sold YES (ask lifted),46.476,0.21,9.76,0.22,-1,42.3861,78.7303,-36.3442,8903.58,0,0
2959,2026-06-08T01:13:00+00:00,2026-06-08,Will the Sweden Democrats (SD) win the third most seats in the 2026 Swedish parliamentary election?,0x939abe4a,buy_yes,Bought YES (bid hit),46.476,0.21,9.76,0.205,-0.5,88.8621,78.7303,10.1318,8893.82,0,0
2960,2026-06-08T01:20:00+00:00,2026-06-08,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,buy_yes,Bought YES (bid hit),61.968,0.37,22.9282,0.365,-0.5,162.847,94.811,68.0359,8870.89,0,0
2961,2026-06-08T01:21:00+00:00,2026-06-08,Will there be no change in Fed interest rates after the September 2026 meeting?,0xa3b36b2d,sell_yes,Sold YES (ask lifted),103.28,0.79,81.5912,0.795,-0.5,20.656,64.6533,-43.9973,8952.49,0,0
2962,2026-06-08T02:25:00+00:00,2026-06-08,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,sell_yes,Sold YES (ask lifted),51.64,0.49,25.3036,0.495,-0.5,0,54.7384,-54.7384,8977,0,0
2963,2026-06-08T03:01:00+00:00,2026-06-08,Iran leadership change by December 31?,0x377e7fe6,buy_yes,Bought YES (bid hit),103.28,0.31,32.0168,0.305,-0.5,103.28,103.28,0,8944.98,0,0
2964,2026-06-08T04:03:00+00:00,2026-06-08,Will the Sweden Democrats (SD) win the second most seats in the 2026 Swedish parliamentary election?,0x9e2966ab,buy_yes,Bought YES (bid hit),61.968,0.51,31.6037,0.505,-0.5,142.526,83.8303,58.6961,8913.38,0,0
2965,2026-06-08T05:55:00+00:00,2026-06-08,Will the Sweden Democrats (SD) win the third most seats in the 2026 Swedish parliamentary election?,0x939abe4a,sell_yes,Sold YES (ask lifted),46.476,0.2,9.2952,0.21,-1,42.3861,78.7303,-36.3442,8922.67,0,0
2966,2026-06-08T06:15:00+00:00,2026-06-08,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,0x876506d8,sell_yes,Sold YES (ask lifted),106.378,0.18,19.1481,0.185,-0.5,0,106.378,-106.378,8941.82,0,0
2967,2026-06-08T06:15:00+00:00,2026-06-08,Will there be no change in Fed interest rates after the September 2026 meeting?,0xa3b36b2d,buy_yes,Bought YES (bid hit),103.28,0.79,81.5912,0.76,-3,123.936,64.6533,59.2827,8860.23,0,0
2968,2026-06-08T06:22:00+00:00,2026-06-08,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.28,28.9184,0.265,-1.5,209.658,112.575,97.0832,8831.31,0,0
2969,2026-06-08T06:29:00+00:00,2026-06-08,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.31,32.0168,0.31,-0,106.378,112.575,-6.1968,8863.33,0,0
2970,2026-06-08T08:37:00+00:00,2026-06-08,Fed Rate Hike by October 2026 Meeting?,0x059db22d,buy_yes,Bought YES (bid hit),106.378,0.39,41.4876,0.385,-0.5,215.855,144.6,71.2549,8821.84,0,0
2971,2026-06-08T11:24:00+00:00,2026-06-08,Fed Rate Hike by October 2026 Meeting?,0x059db22d,sell_yes,Sold YES (ask lifted),190.035,0.39,74.1137,0.415,-2.5,25.82,144.6,-118.78,8895.96,0,0
2972,2026-06-08T11:30:00+00:00,2026-06-08,Fed Rate Hike by October 2026 Meeting?,0x059db22d,buy_yes,Bought YES (bid hit),103.28,0.55,56.804,0.545,-0.5,129.1,144.6,-15.5003,8839.15,0,0
2973,2026-06-08T11:46:00+00:00,2026-06-08,Fed Rate Hike by October 2026 Meeting?,0x059db22d,buy_yes,Bought YES (bid hit),115.674,0.54,62.4637,0.53,-1,244.774,144.6,100.173,8776.69,0,0
2974,2026-06-08T11:52:00+00:00,2026-06-08,Fed Rate Hike by October 2026 Meeting?,0x059db22d,sell_yes,Sold YES (ask lifted),103.28,0.53,54.7384,0.56,-3,141.494,144.6,-3.10666,8831.43,0,0
2975,2026-06-08T13:32:00+00:00,2026-06-08,Will the Sweden Democrats (SD) win the second most seats in the 2026 Swedish parliamentary election?,0x9e2966ab,sell_yes,Sold YES (ask lifted),61.968,0.54,33.4627,0.555,-1.5,80.5584,83.8303,-3.27191,8864.89,0,0
2976,2026-06-08T14:24:00+00:00,2026-06-08,Will the Sweden Democrats (SD) win the second most seats in the 2026 Swedish parliamentary election?,0x9e2966ab,buy_yes,Bought YES (bid hit),61.968,0.51,31.6037,0.5,-1,142.526,83.8303,58.6961,8833.29,0,0
2977,2026-06-08T15:01:00+00:00,2026-06-08,Will the Sweden Democrats (SD) win the second most seats in the 2026 Swedish parliamentary election?,0x9e2966ab,sell_yes,Sold YES (ask lifted),61.968,0.59,36.5611,0.645,-5.5,80.5584,83.8303,-3.27191,8869.85,0,0
2978,2026-06-08T15:03:00+00:00,2026-06-08,Will the Moderate Party (M) win the second most seats in the 2026 Swedish parliamentary election?,0xa3d50cf0,sell_yes,Sold YES (ask lifted),61.968,0.42,26.0266,0.42,-0,100.879,94.811,6.06791,8895.87,0,0
2979,2026-06-08T15:34:00+00:00,2026-06-08,Will the Sweden Democrats (SD) win the third most seats in the 2026 Swedish parliamentary election?,0x939abe4a,buy_yes,Bought YES (bid hit),47.8703,0.22,10.5315,0.215,-0.5,90.2564,78.7303,11.526,8885.34,0,0
2980,2026-06-08T17:39:00+00:00,2026-06-08,Will the Sweden Democrats (SD) win the third most seats in the 2026 Swedish parliamentary election?,0x939abe4a,sell_yes,Sold YES (ask lifted),46.476,0.22,10.2247,0.225,-0.5,43.7804,78.7303,-34.95,8895.57,0,0
2981,2026-06-08T18:44:00+00:00,2026-06-08,Fed Rate Hike by October 2026 Meeting?,0x059db22d,buy_yes,Bought YES (bid hit),103.28,0.47,48.5416,0.455,-1.5,244.774,144.6,100.173,8847.02,0,0
2982,2026-06-08T22:34:00+00:00,2026-06-08,Will the Sweden Democrats (SD) win the third most seats in the 2026 Swedish parliamentary election?,0x939abe4a,buy_yes,Bought YES (bid hit),46.476,0.22,10.2247,0.215,-0.5,90.2564,78.7303,11.526,8836.8,0,0
2983,2026-06-09T00:00:00+00:00,2026-06-09,Will Édouard Philippe win the 2027 French presidential election?,0x46f2f457,buy_yes,Bought YES (bid hit),51.64,0.14,7.2296,0.115,-2.5,103.28,53.1892,50.0908,8856.23,0,0
2984,2026-06-09T00:06:00+00:00,2026-06-09,Will the Sweden Democrats (SD) win the third most seats in the 2026 Swedish parliamentary election?,0x939abe4a,sell_yes,Sold YES (ask lifted),46.476,0.22,10.2247,0.23,-1,43.7804,78.7303,-34.95,8866.46,0,0
2985,2026-06-09T00:06:00+00:00,2026-06-09,Will the Moderate Party (M) win the third most seats in the 2026 Swedish parliamentary election?,0xbbb881b0,sell_yes,Sold YES (ask lifted),46.476,0.49,22.7732,0.665,-17.5,17.7538,63.2074,-45.4535,8889.23,0,0
2986,2026-06-09T00:11:00+00:00,2026-06-09,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,0x876506d8,buy_yes,Bought YES (bid hit),103.28,0.2,20.656,0.195,-0.5,103.28,106.378,-3.0984,8868.57,0,0
2987,2026-06-09T03:21:00+00:00,2026-06-09,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),106.378,0.34,36.1687,0.315,-2.5,212.757,112.575,100.182,8832.41,0,0
2988,2026-06-09T03:26:00+00:00,2026-06-09,Will the Sweden Democrats (SD) win the third most seats in the 2026 Swedish parliamentary election?,0x939abe4a,buy_yes,Bought YES (bid hit),46.476,0.23,10.6895,0.22,-1,90.2564,78.7303,11.526,8821.72,0,0
2989,2026-06-09T03:57:00+00:00,2026-06-09,Clarity Act (H.R.3633) signed into law in 2026?,0x9cb23d04,buy_yes,Bought YES (bid hit),51.64,0.47,24.2708,0.465,-0.5,51.64,54.7384,-3.0984,8797.44,0,0
2990,2026-06-09T04:14:00+00:00,2026-06-09,Will the Sweden Democrats (SD) win the third most seats in the 2026 Swedish parliamentary election?,0x939abe4a,sell_yes,Sold YES (ask lifted),46.476,0.23,10.6895,0.235,-0.5,43.7804,78.7303,-34.95,8808.13,0,0
2991,2026-06-09T05:18:00+00:00,2026-06-09,Will the Sweden Democrats (SD) win the second most seats in the 2026 Swedish parliamentary election?,0x9e2966ab,buy_yes,Bought YES (bid hit),61.968,0.56,34.7021,0.495,-6.5,142.526,83.8303,58.6961,8773.43,0,0
2992,2026-06-09T06:02:00+00:00,2026-06-09,Will the Sweden Democrats (SD) win the second most seats in the 2026 Swedish parliamentary election?,0x9e2966ab,sell_yes,Sold YES (ask lifted),61.968,0.52,32.2234,0.555,-3.5,80.5584,83.8303,-3.27191,8805.66,0,0
2993,2026-06-09T07:20:00+00:00,2026-06-09,Will the Sweden Democrats (SD) win the third most seats in the 2026 Swedish parliamentary election?,0x939abe4a,buy_yes,Bought YES (bid hit),46.476,0.22,10.2247,0.215,-0.5,90.2564,78.7303,11.526,8795.43,0,0
2994,2026-06-09T10:00:00+00:00,2026-06-09,Will the Sweden Democrats (SD) win the third most seats in the 2026 Swedish parliamentary election?,0x939abe4a,sell_yes,Sold YES (ask lifted),46.476,0.22,10.2247,0.225,-0.5,43.7804,78.7303,-34.95,8805.66,0,0
2995,2026-06-09T14:58:00+00:00,2026-06-09,Will Marine Le Pen win the 2027 French presidential election?,0x8126317d,sell_yes,Sold YES (ask lifted),40,0.06,2.4,0.06,-0,14.7384,0,14.7384,8808.06,0,0
2996,2026-06-09T22:16:00+00:00,2026-06-09,Will the Sweden Democrats (SD) win the third most seats in the 2026 Swedish parliamentary election?,0x939abe4a,buy_yes,Bought YES (bid hit),46.476,0.23,10.6895,0.225,-0.5,90.2564,78.7303,11.526,8797.37,0,0
2997,2026-06-10T00:00:00+00:00,2026-06-10,Will Harry Kane win the 2026 Ballon d'Or?,0x12dc2b61,sell_yes,Sold YES (ask lifted),25.8975,0.29,7.5103,0.299,-0.9,0,24.9679,-24.9679,8825.93,0,0
2998,2026-06-10T00:00:00+00:00,2026-06-10,Will there be no change in Fed interest rates after the September 2026 meeting?,0xa3b36b2d,sell_yes,Sold YES (ask lifted),103.28,0.74,76.4272,0.76,-2,20.656,64.6533,-43.9973,8902.35,0,0
2999,2026-06-10T00:01:00+00:00,2026-06-10,Will there be no change in Fed interest rates after the September 2026 meeting?,0xa3b36b2d,buy_yes,Bought YES (bid hit),103.28,0.75,77.46,0.71,-4,123.936,64.6533,59.2827,8824.89,0,0
3000,2026-06-10T00:03:00+00:00,2026-06-10,Will there be no change in Fed interest rates after the September 2026 meeting?,0xa3b36b2d,sell_yes,Sold YES (ask lifted),103.28,0.71,73.3288,0.735,-2.5,20.656,64.6533,-43.9973,8898.22,0,0
3001,2026-06-10T00:06:00+00:00,2026-06-10,Will Édouard Philippe win the 2027 French presidential election?,0x46f2f457,sell_yes,Sold YES (ask lifted),59.386,0.12,7.1263,0.15,-3,43.894,53.1892,-9.2952,8905.35,0,0
3002,2026-06-10T00:08:00+00:00,2026-06-10,Will Harry Kane win the 2026 Ballon d'Or?,0x12dc2b61,buy_yes,Bought YES (bid hit),25.82,0.29,7.4878,0.2615,-2.85,25.82,24.9679,0.85206,8897.86,0,0
3003,2026-06-10T00:14:00+00:00,2026-06-10,Fed Rate Hike by October 2026 Meeting?,0x059db22d,sell_yes,Sold YES (ask lifted),103.28,0.4,41.312,0.56,-16,141.494,144.6,-3.10666,8939.17,0,0
3004,2026-06-10T00:33:00+00:00,2026-06-10,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),109.477,0.23,25.1797,0.235,-0.5,103.28,112.575,-9.2952,8964.35,0,0
3005,2026-06-10T00:58:00+00:00,2026-06-10,Fed Rate Hike by October 2026 Meeting?,0x059db22d,buy_yes,Bought YES (bid hit),149.756,0.52,77.8731,0.455,-6.5,291.25,144.6,146.649,8886.48,0,0
3006,2026-06-10T01:17:00+00:00,2026-06-10,Will the Moderate Party (M) win the third most seats in the 2026 Swedish parliamentary election?,0xbbb881b0,buy_yes,Bought YES (bid hit),46.476,0.65,30.2094,0.645,-0.5,64.2298,63.2074,1.02247,8856.27,0,0
3007,2026-06-10T03:14:00+00:00,2026-06-10,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,buy_yes,Bought YES (bid hit),103.28,0.29,29.9512,0.285,-0.5,206.56,112.575,93.9848,8826.32,0,0
3008,2026-06-10T03:58:00+00:00,2026-06-10,Will the Sweden Democrats (SD) win the third most seats in the 2026 Swedish parliamentary election?,0x939abe4a,sell_yes,Sold YES (ask lifted),46.476,0.23,10.6895,0.235,-0.5,43.7804,78.7303,-34.95,8837.01,0,0
3009,2026-06-10T04:32:00+00:00,2026-06-10,Will the Sweden Democrats (SD) win the second most seats in the 2026 Swedish parliamentary election?,0x9e2966ab,buy_yes,Bought YES (bid hit),61.968,0.56,34.7021,0.5,-6,142.526,83.8303,58.6961,8802.31,0,0
3010,2026-06-10T04:45:00+00:00,2026-06-10,Will the Sweden Democrats (SD) win the second most seats in the 2026 Swedish parliamentary election?,0x9e2966ab,sell_yes,Sold YES (ask lifted),61.968,0.55,34.0824,0.595,-4.5,80.5584,83.8303,-3.27191,8836.39,0,0
3011,2026-06-10T07:09:00+00:00,2026-06-10,Will the Sweden Democrats (SD) win the third most seats in the 2026 Swedish parliamentary election?,0x939abe4a,buy_yes,Bought YES (bid hit),46.476,0.22,10.2247,0.21,-1,90.2564,78.7303,11.526,8826.16,0,0
3012,2026-06-10T11:42:00+00:00,2026-06-10,Bab el-Mandeb Strait effectively closed by September 30?,0x95fc6a4e,sell_yes,Sold YES (ask lifted),103.28,0.27,27.8856,0.275,-0.5,103.28,112.575,-9.2952,8854.05,0,0
3013,2026-06-10T12:11:00+00:00,2026-06-10,Will there be no change in Fed interest rates after the September 2026 meeting?,0xa3b36b2d,buy_yes,Bought YES (bid hit),103.28,0.72,74.3616,0.705,-1.5,123.936,64.6533,59.2827,8779.69,0,0
3014,2026-06-10T12:39:00+00:00,2026-06-10,Fed Rate Hike by October 2026 Meeting?,0x059db22d,sell_yes,Sold YES (ask lifted),103.28,0.41,42.3448,0.445,-3.5,187.97,144.6,43.3693,8822.03,0,0
3015,2026-06-10T13:18:00+00:00,2026-06-10,Will there be no change in Fed interest rates after the September 2026 meeting?,0xa3b36b2d,sell_yes,Sold YES (ask lifted),106.378,0.7,74.4649,0.705,-0.5,17.5576,64.6533,-47.0957,8896.5,0,0
3016,2026-06-10T14:38:00+00:00,2026-06-10,Will there be no change in Fed interest rates after the September 2026 meeting?,0xa3b36b2d,buy_yes,Bought YES (bid hit),106.378,0.74,78.72,0.725,-1.5,123.936,64.6533,59.2827,8817.78,0,0
3017,2026-06-10T15:06:00+00:00,2026-06-10,Will there be no change in Fed interest rates after the September 2026 meeting?,0xa3b36b2d,sell_yes,Sold YES (ask lifted),103.28,0.73,75.3944,0.735,-0.5,20.656,64.6533,-43.9973,8893.17,0,0
